Time_Stamp,Temperature_Joint0 (°C),Temperature_Joint1 (°C),Temperature_Joint2 (°C),Temperature_Joint3 (°C),Temperature_Joint4 (°C),Temperature_Joint5 (°C),cycle ,Robot_Protective_Stop,Grip_Lost,Combined_Status,Current_Joint0 (mA)_Positive,Current_Joint0 (mA)_Negative,Current_Joint1 (mA)_Positive,Current_Joint1 (mA)_Negative,Current_Joint2 (mA)_Positive,Current_Joint2 (mA)_Negative,Current_Joint3 (mA)_Positive,Current_Joint3 (mA)_Negative,Current_Joint4 (mA)_Positive,Current_Joint4 (mA)_Negative,Current_Joint5 (mA)_Positive,Current_Joint5 (mA)_Negative,Tool_Current (mA)_Positive,Tool_Current (mA)_Negative,Speed_Joint0 (m/s)_Positive,Speed_Joint0 (m/s)_Negative,Speed_Joint1 (m/s)_Positive,Speed_Joint1 (m/s)_Negative,Speed_Joint2 (m/s)_Positive,Speed_Joint2 (m/s)_Negative,Speed_Joint3 (m/s)_Positive,Speed_Joint3 (m/s)_Negative,Speed_Joint4 (m/s)_Positive,Speed_Joint4 (m/s)_Negative,Speed_Joint5 (m/s)_Positive,Speed_Joint5 (m/s)_Negative
2022-10-26 08:29:46.495,30.313,32.25,32.563,35.688,36.5625,35.75,28,0,0,0,0.366,0.0,0.0,2.871,0.0,0.309,0.0,0.971,0.0,0.152,0.199,0.0,0.088,0.0,0.0,0.181,0.0,0.054,0.042,0.0,0.0,0.874,0.041,0.0,1.017,0.0
2022-10-26 08:29:53.521,30.313,32.313,32.563,35.688,36.625,35.75,28,0,0,0,0.0,0.235,0.0,2.708,0.0,0.689,0.0,0.338,0.073,0.0,0.11,0.0,0.081,0.0,0.0,0.127,0.001,0.0,0.0,0.003,0.067,0.0,0.005,0.0,0.072,0.0
2022-10-26 08:29:54.521,30.313,32.313,32.625,35.75,36.625,35.8125,28,0,0,0,0.0,0.189,0.0,2.552,0.0,0.951,0.0,0.386,0.07,0.0,0.157,0.0,0.083,0.0,0.0,0.052,0.0,0.0,0.0,0.001,0.052,0.0,0.003,0.0,0.002,0.0
2022-10-26 08:29:55.528,30.313,32.313,32.563,35.75,36.625,35.8125,28,0,0,0,0.0,0.176,0.0,2.533,0.0,1.035,0.0,0.456,0.024,0.0,0.07,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:29:56.530,30.313,32.313,32.563,35.75,36.625,35.8125,28,0,0,0,0.0,0.137,0.0,2.269,0.0,1.091,0.0,0.513,0.012,0.0,0.02,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:30:01.540,30.375,32.313,32.625,35.75,36.625,35.8125,29,0,0,0,0.0,0.447,0.0,2.269,0.0,0.839,0.0,1.139,0.266,0.0,0.225,0.0,0.093,0.0,0.112,0.0,0.098,0.0,0.0,0.014,0.0,0.17,0.01,0.0,0.143,0.0
2022-10-26 08:30:03.555,30.375,32.313,32.625,35.75,36.6875,35.8125,29,0,0,0,0.0,0.19,0.0,1.811,0.0,1.09,0.0,0.526,0.039,0.0,0.037,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:30:04.556,30.375,32.313,32.625,35.75,36.6875,35.8125,29,0,0,0,0.0,0.166,0.0,1.848,0.0,1.1,0.0,0.52,0.027,0.0,0.07,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.0,0.0,0.0
2022-10-26 08:30:05.556,30.375,32.375,32.625,35.75,36.6875,35.8125,29,0,0,0,0.0,0.223,0.0,2.562,0.0,1.43,0.0,0.271,0.064,0.0,0.0,0.163,0.086,0.0,0.0,0.167,0.003,0.0,0.0,0.015,0.353,0.0,0.0,0.01,0.0,0.193
2022-10-26 08:30:06.563,30.375,32.313,32.688,35.75,36.6875,35.8125,29,0,0,0,0.0,0.171,0.0,1.728,0.0,1.946,0.0,0.215,0.104,0.0,0.0,0.18,0.085,0.0,0.096,0.0,0.004,0.0,0.0,0.016,0.493,0.0,0.0,0.017,0.0,0.588
2022-10-26 08:30:07.566,30.438,32.313,32.688,35.75,36.6875,35.8125,29,0,0,0,0.886,0.0,0.0,1.87,0.0,0.61,0.0,0.78,0.0,0.154,0.0,0.042,0.088,0.0,0.003,0.0,0.0,0.006,2.598,0.0,0.0,0.579,0.0,1.304,0.644,0.0
2022-10-26 08:30:08.569,30.438,32.375,32.688,35.75,36.6875,35.875,29,0,0,0,0.0,0.392,0.0,3.221,0.0,1.045,0.0,0.41,0.0,0.112,0.179,0.0,0.086,0.0,0.0,0.236,0.0,0.03,0.0,0.034,0.237,0.0,0.064,0.0,0.015,0.0
2022-10-26 08:30:09.574,30.375,32.375,32.688,35.75,36.6875,35.875,29,0,0,0,0.0,0.851,0.0,1.692,0.0,1.678,0.0,0.093,0.251,0.0,0.051,0.0,0.087,0.0,0.103,0.0,0.149,0.0,0.0,2.521,0.39,0.0,0.0,0.0,0.0,0.493
2022-10-26 08:30:11.578,30.438,32.313,32.688,35.75,36.6875,35.875,29,0,0,0,0.32,0.0,0.0,1.863,0.0,0.732,0.0,0.878,0.0,0.145,0.19,0.0,0.093,0.0,0.191,0.0,0.0,0.037,0.031,0.0,0.0,0.405,0.016,0.0,0.211,0.0
2022-10-26 08:30:13.590,30.375,32.375,32.688,35.75,36.6875,35.875,29,0,0,0,0.0,0.055,0.0,1.653,0.0,0.789,0.0,0.659,0.0,0.099,0.0,0.004,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:30:16.598,30.438,32.313,32.75,35.813,36.75,35.8125,29,0,0,0,0.116,0.0,0.0,2.489,0.0,1.441,0.0,1.442,0.336,0.0,0.0,0.199,0.088,0.0,0.194,0.0,0.0,0.06,0.022,0.0,0.0,0.376,0.0,0.084,0.115,0.0
2022-10-26 08:30:18.610,30.438,32.375,32.688,35.813,36.75,35.875,29,0,0,0,0.0,0.133,0.0,2.709,0.0,0.885,0.0,0.343,0.107,0.0,0.151,0.0,0.086,0.0,0.0,0.273,0.001,0.0,0.0,0.007,0.232,0.0,0.009,0.0,0.052,0.0
2022-10-26 08:30:19.616,30.438,32.375,32.75,35.813,36.75,35.875,29,0,0,0,0.0,0.191,0.0,2.651,0.0,0.955,0.0,0.426,0.0,0.011,0.086,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:30:20.619,30.438,32.375,32.688,35.813,36.75,35.875,29,0,0,0,0.0,0.156,0.0,2.423,0.0,1.04,0.0,0.493,0.0,0.014,0.04,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:30:22.638,30.438,32.438,32.75,35.813,36.75,35.875,30,0,0,0,0.604,0.0,0.0,2.119,0.0,0.653,0.0,0.031,0.0,0.7,0.105,0.0,0.473,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.001,0.0,0.004,0.0,0.001,0.0
2022-10-26 08:30:24.642,30.5,32.375,32.688,35.813,36.75,35.875,30,0,0,0,0.0,0.4,0.0,4.219,0.0,1.489,0.0,1.484,0.359,0.0,0.201,0.0,0.088,0.0,0.0,0.096,0.084,0.0,0.0,0.01,0.0,0.377,0.022,0.0,0.407,0.0
2022-10-26 08:30:29.668,30.5,32.438,32.75,35.875,36.8125,35.9375,30,0,0,0,0.0,0.247,0.0,2.547,0.0,1.437,0.0,0.229,0.136,0.0,0.0,0.14,0.086,0.0,0.0,0.134,0.004,0.0,0.0,0.016,0.261,0.0,0.0,0.009,0.0,0.121
2022-10-26 08:30:30.684,30.5,32.438,32.75,35.875,36.75,35.9375,30,0,0,0,0.0,0.296,0.0,1.836,0.0,1.969,0.0,0.228,0.181,0.0,0.0,0.171,0.083,0.0,0.067,0.0,0.007,0.0,0.0,0.025,0.572,0.0,0.0,0.021,0.0,0.618
2022-10-26 08:30:32.695,30.563,32.438,32.75,35.875,36.8125,35.9375,30,0,0,0,0.0,0.084,0.0,1.971,0.0,0.928,0.0,0.933,0.0,0.21,0.0,0.196,0.078,0.0,0.199,0.0,0.0,0.005,0.0,0.001,0.0,0.302,0.0,0.07,0.057,0.0
2022-10-26 08:30:33.700,30.5,32.438,32.75,35.875,36.75,35.9375,30,0,0,0,0.0,1.216,0.0,1.859,0.0,1.619,0.0,0.054,0.349,0.0,0.073,0.0,0.094,0.0,0.113,0.0,0.15,0.0,0.0,2.573,0.391,0.0,0.0,0.0,0.0,0.5
2022-10-26 08:30:34.706,30.563,32.438,32.75,35.875,36.8125,35.9375,30,0,0,0,0.01,0.0,0.0,1.866,0.0,1.615,0.0,0.447,0.046,0.0,0.018,0.0,0.085,0.0,0.0,0.0,0.0,1.193,0.0,0.0,2.458,0.0,0.0,1.124,0.0,0.0
2022-10-26 08:30:36.722,30.5,32.438,32.75,35.875,36.8125,35.9375,30,0,0,0,0.0,0.083,0.0,1.583,0.0,0.749,0.0,0.645,0.0,0.137,0.0,0.003,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0
2022-10-26 08:30:37.725,30.5,32.438,32.75,35.875,36.8125,35.9375,30,0,0,0,0.0,0.079,0.0,1.678,0.0,0.758,0.0,0.66,0.0,0.118,0.0,0.016,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:07.870,30.625,32.563,32.875,36.0,36.9375,36.0625,31,0,0,0,0.0,0.351,0.0,2.735,0.0,0.626,0.0,0.315,0.134,0.0,0.146,0.0,0.083,0.0,0.0,0.311,0.0,0.0,0.0,0.006,0.196,0.0,0.01,0.0,0.124,0.0
2022-10-26 08:31:09.875,30.625,32.5,32.875,36.0,37.0,36.0625,31,0,0,0,0.0,0.107,0.0,2.514,0.0,0.99,0.0,0.422,0.05,0.0,0.057,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:13.895,30.625,32.563,32.875,36.0,36.9375,36.125,32,0,0,0,0.5,0.0,0.0,3.135,0.0,1.698,0.0,0.879,0.0,0.961,0.074,0.0,0.081,0.0,0.0,0.001,0.0,0.239,0.029,0.0,0.0,0.002,4.967,0.0,0.015,0.0
2022-10-26 08:31:15.904,30.563,32.563,32.938,36.0,37.0,36.0625,32,0,0,0,0.284,0.0,0.0,1.953,0.0,0.683,0.0,0.319,0.0,0.237,0.0,0.047,0.279,0.0,0.0,0.001,0.0,0.006,0.0,0.001,0.008,0.0,0.0,0.001,0.0,0.0
2022-10-26 08:31:16.905,30.625,32.625,32.938,36.0,37.0,36.125,32,0,0,0,0.0,0.144,0.0,2.271,0.0,0.857,0.0,0.511,0.0,0.032,0.039,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:17.916,30.625,32.625,32.938,36.0,37.0,36.125,32,0,0,0,0.0,0.094,0.0,2.221,0.0,0.909,0.0,0.53,0.0,0.003,0.022,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:18.918,30.625,32.625,32.938,36.0,37.0,36.125,32,0,0,0,0.0,0.023,0.0,2.607,0.0,1.325,0.0,0.314,0.1,0.0,0.0,0.153,0.081,0.0,0.0,0.082,0.003,0.0,0.0,0.008,0.139,0.0,0.0,0.005,0.0,0.066
2022-10-26 08:31:19.922,30.625,32.625,32.938,36.0,37.0,36.125,32,0,0,0,0.0,0.177,0.0,2.738,0.0,1.813,0.0,0.218,0.125,0.0,0.0,0.155,0.083,0.0,0.0,0.033,0.001,0.0,0.0,0.032,0.65,0.0,0.0,0.023,0.0,0.637
2022-10-26 08:31:25.973,30.625,32.625,32.938,36.063,37.0625,36.125,32,0,0,0,0.0,0.081,0.0,1.648,0.0,0.791,0.0,0.673,0.0,0.114,0.062,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.331,2.752,0.0,0.0,0.0
2022-10-26 08:31:26.975,30.688,32.625,33.0,36.063,37.0,36.125,32,0,0,0,0.0,0.086,0.0,1.615,0.0,0.753,0.0,0.674,0.0,0.098,0.0,0.005,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:27.980,30.688,32.625,33.0,36.063,37.0625,36.125,32,0,0,0,0.0,0.033,0.0,4.239,0.0,1.643,0.0,0.05,0.0,0.771,0.0,0.09,0.083,0.0,0.0,0.116,0.001,0.0,0.0,0.015,0.287,0.0,0.0,0.009,0.0,0.102
2022-10-26 08:31:29.988,30.688,32.625,33.0,36.063,37.0625,36.125,32,0,0,0,0.259,0.0,0.0,1.891,0.0,0.972,0.0,0.304,0.298,0.0,0.0,0.212,0.084,0.0,0.066,0.0,0.0,0.039,0.019,0.0,0.0,0.256,0.0,0.054,0.16,0.0
2022-10-26 08:31:33.006,30.688,32.625,33.0,36.063,37.0625,36.1875,32,0,0,0,0.0,0.197,0.0,2.628,0.0,0.93,0.0,0.543,0.017,0.0,0.126,0.0,0.083,0.0,1.808,0.0,3.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:34.012,30.688,32.688,32.938,36.125,37.0625,36.1875,32,0,0,0,0.0,0.191,0.0,2.422,0.0,0.996,0.0,0.429,0.0,0.001,0.111,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:35.013,30.688,32.625,32.938,36.125,37.0625,36.1875,33,0,0,0,0.0,0.151,0.0,2.253,0.0,1.046,0.0,0.494,0.013,0.0,0.073,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:39.029,30.688,32.625,33.0,36.125,37.125,36.1875,33,0,0,0,0.0,0.571,0.0,2.517,0.0,1.266,0.0,1.092,1.018,0.0,0.182,0.0,0.085,0.0,0.063,0.0,0.0,0.007,0.042,0.0,0.0,0.663,0.03,0.0,0.559,0.0
2022-10-26 08:31:41.041,30.688,32.688,33.0,36.125,37.125,36.1875,33,0,0,0,0.0,0.12,0.0,2.279,0.0,0.791,0.0,0.564,0.0,0.041,0.033,0.0,0.083,0.0,0.0,0.0,0.0,1.936,0.0,0.0,0.0,2.886,0.0,0.0,0.0,0.0
2022-10-26 08:31:42.046,30.688,32.625,33.0,36.125,37.125,36.1875,33,0,0,0,0.0,0.132,0.0,2.165,0.0,0.871,0.0,0.566,0.0,0.024,0.059,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:43.048,30.688,32.688,33.0,36.125,37.125,36.25,33,0,0,0,0.0,0.236,0.0,2.634,0.0,1.271,0.0,0.392,0.002,0.0,0.0,0.02,0.086,0.0,0.0,0.018,0.0,0.0,0.0,0.002,0.035,0.0,3.145,0.0,0.0,0.013
2022-10-26 08:31:44.062,30.75,32.688,33.0,36.125,37.125,36.25,33,0,0,0,0.0,0.298,0.0,2.533,0.0,1.717,0.0,0.153,0.105,0.0,0.0,0.155,0.089,0.0,0.0,0.141,0.012,0.0,0.0,0.045,0.666,0.0,0.0,0.025,0.0,0.536
2022-10-26 08:31:45.065,30.688,32.688,33.0,36.125,37.125,36.25,33,0,0,0,0.0,0.243,0.0,1.988,0.0,1.789,0.0,0.324,0.167,0.0,0.0,0.106,0.083,0.0,0.071,0.0,0.0,0.0,0.0,0.003,0.175,0.0,0.0,0.005,0.0,0.238
2022-10-26 08:31:47.068,30.75,32.688,33.0,36.125,37.125,36.25,33,0,0,0,0.0,0.164,0.0,2.241,0.0,1.316,0.0,0.244,0.0,0.293,0.19,0.0,0.085,0.0,0.0,0.154,0.0,0.045,0.0,0.037,0.354,0.0,0.071,0.0,0.0,0.169
2022-10-26 08:31:48.069,30.75,32.688,33.0,36.125,37.1875,36.25,33,0,0,0,0.0,0.029,0.0,1.956,0.0,1.73,0.0,0.338,0.094,0.0,0.02,0.0,0.09,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.001
2022-10-26 08:31:49.072,30.75,32.75,33.0,36.125,37.125,36.25,33,0,0,0,0.399,0.0,0.0,2.922,0.0,0.828,0.0,1.269,0.0,0.202,0.176,0.0,0.084,0.0,0.0,0.03,0.0,0.088,0.064,0.0,0.0,1.203,0.06,0.0,1.243,0.0
2022-10-26 08:31:50.076,30.75,32.688,33.0,36.125,37.1875,36.1875,33,0,0,0,0.0,0.07,0.0,1.653,0.0,0.805,0.0,0.647,0.0,0.111,0.06,0.0,0.082,0.0,3.47,0.0,0.0,3.298,0.0,0.0,0.0,3.474,1.757,0.0,3.935,0.0
2022-10-26 08:31:51.080,30.75,32.688,33.0,36.125,37.125,36.25,33,0,0,0,0.0,0.068,0.0,1.603,0.0,0.729,0.0,0.664,0.0,0.108,0.0,0.002,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:53.092,30.75,32.75,33.063,36.188,37.1875,36.25,33,0,0,0,0.0,0.103,0.0,2.374,0.0,1.965,0.0,0.308,0.0,0.486,0.0,0.107,0.085,0.0,0.132,0.0,0.0,0.013,0.0,0.001,0.357,0.0,0.0,0.009,0.0,0.409
2022-10-26 08:31:56.122,30.75,32.75,33.063,36.188,37.1875,36.25,33,0,0,0,0.0,0.218,0.0,2.775,0.0,0.809,0.0,0.419,0.08,0.0,0.085,0.0,0.085,0.0,0.0,0.138,0.0,0.0,0.0,0.006,0.081,0.0,0.005,0.0,0.08,0.0
2022-10-26 08:31:57.131,30.75,32.75,33.125,36.125,37.1875,36.25,33,0,0,0,0.0,0.197,0.0,2.431,0.0,0.892,0.0,0.318,0.055,0.0,0.135,0.0,0.087,0.0,0.0,0.051,0.0,0.0,0.0,0.003,0.044,0.0,0.001,0.0,0.0,0.0
2022-10-26 08:31:58.139,30.75,32.75,33.063,36.188,37.1875,36.3125,33,0,0,0,0.0,0.139,0.0,2.596,0.0,1.006,0.0,0.446,0.06,0.0,0.067,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:31:59.146,30.75,32.75,33.063,36.188,37.1875,36.25,33,0,0,0,0.0,0.079,0.0,2.432,0.0,1.044,0.0,0.488,0.03,0.0,0.027,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:00.154,30.75,32.75,33.063,36.188,37.1875,36.3125,34,0,0,0,0.209,0.0,0.0,2.178,0.0,1.245,0.0,0.815,0.0,0.051,0.0,0.155,0.205,0.0,0.0,0.0,2.793,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
2022-10-26 08:32:03.175,30.813,32.75,33.063,36.25,37.1875,36.3125,34,0,0,0,0.0,0.792,0.0,4.002,0.0,1.237,0.0,1.18,0.782,0.0,0.224,0.0,0.083,0.0,0.0,0.012,0.0,0.032,0.07,0.0,0.0,0.515,0.024,0.0,0.54,0.0
2022-10-26 08:32:04.180,30.813,32.75,33.125,36.188,37.1875,36.3125,34,0,0,0,0.0,0.512,0.0,2.358,0.0,1.305,0.0,1.581,1.155,0.0,0.16,0.0,0.098,0.0,0.053,0.0,0.007,0.0,0.043,0.0,0.0,0.227,0.009,0.0,0.058,0.0
2022-10-26 08:32:07.195,30.75,32.813,33.125,36.25,37.25,36.3125,34,0,0,0,0.0,0.153,0.0,1.83,0.0,1.076,0.0,0.58,0.041,0.0,0.044,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:08.198,30.813,32.813,33.063,36.25,37.1875,36.3125,34,0,0,0,0.0,0.26,0.0,2.659,0.0,1.573,0.0,0.248,0.126,0.0,0.0,0.135,0.081,0.0,0.0,0.172,0.001,0.0,0.0,0.035,0.438,0.0,0.0,0.014,0.0,0.264
2022-10-26 08:32:09.200,30.75,32.813,33.063,36.188,37.25,36.3125,34,0,0,0,0.0,0.237,0.0,1.786,0.0,1.86,0.0,0.36,0.124,0.0,0.0,0.149,0.08,0.0,0.102,0.0,0.001,0.0,0.0,0.013,0.423,0.0,0.0,0.012,0.0,0.52
2022-10-26 08:32:10.203,30.75,32.75,33.125,36.25,37.25,36.3125,34,0,0,0,0.591,0.0,0.0,1.736,0.0,0.459,0.0,0.644,0.0,0.089,0.0,0.06,0.085,0.0,0.003,0.0,0.0,0.0,2.616,0.0,0.0,0.589,0.0,0.0,0.662,0.0
2022-10-26 08:32:11.209,30.813,32.813,33.063,36.25,37.25,36.3125,34,0,0,0,0.0,0.167,0.0,2.791,0.0,1.598,0.0,0.164,0.0,0.203,0.201,0.0,0.086,0.0,0.0,0.617,0.0,0.117,0.0,0.087,0.792,0.0,0.192,0.0,0.0,0.078
2022-10-26 08:32:12.218,30.813,32.813,33.063,36.25,37.25,36.3125,34,0,0,0,0.0,0.727,0.0,1.825,0.0,1.498,0.0,0.027,0.193,0.0,0.025,0.0,0.087,0.0,0.098,0.0,0.137,0.0,0.0,2.482,0.38,0.0,0.0,0.0,0.0,0.497
2022-10-26 08:32:14.230,30.813,32.813,33.063,36.188,37.25,36.375,34,0,0,0,0.0,0.033,0.0,1.689,0.0,0.879,0.0,0.599,0.0,0.05,0.142,0.0,0.083,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
2022-10-26 08:32:15.233,30.813,32.813,33.125,36.25,37.3125,36.3125,34,0,0,0,0.0,0.084,0.0,1.632,0.0,0.739,0.0,0.648,0.0,0.106,0.016,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.453,0.0,0.0
2022-10-26 08:32:17.241,30.813,32.813,33.125,36.25,37.25,36.375,34,0,0,0,0.0,0.47,0.0,2.046,0.0,2.499,0.045,0.0,0.142,0.0,0.0,0.152,0.088,0.0,0.112,0.0,0.015,0.0,0.0,0.053,1.302,0.0,0.0,0.047,0.0,1.41
2022-10-26 08:32:21.258,30.813,32.813,33.125,36.25,37.3125,36.375,34,0,0,0,0.0,0.203,0.0,2.514,0.0,0.912,0.0,0.354,0.083,0.0,0.166,0.0,0.084,0.0,0.0,0.164,0.001,0.0,0.0,0.008,0.157,0.0,0.006,0.0,0.016,0.0
2022-10-26 08:32:22.260,30.813,32.813,33.125,36.25,37.3125,36.375,34,0,0,0,0.0,0.192,0.0,2.61,0.0,0.962,0.0,0.419,0.04,0.0,0.081,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:23.261,30.813,32.813,33.125,36.25,37.3125,36.375,34,0,0,0,0.0,0.101,0.0,2.443,0.0,1.016,0.0,0.481,0.005,0.0,0.078,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:24.271,30.813,32.813,33.125,36.25,37.3125,36.375,35,0,0,0,0.107,0.0,0.0,1.986,0.0,1.181,0.0,0.693,0.0,0.089,0.0,0.167,0.252,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0
2022-10-26 08:32:28.287,30.875,32.813,33.188,36.313,37.3125,36.375,35,1,0,1,0.076,0.0,0.0,3.212,0.0,1.972,0.0,0.902,0.352,0.0,0.0,0.022,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,3.895,0.0
2022-10-26 08:32:30.308,30.875,32.813,33.188,36.313,37.3125,36.375,35,0,0,0,0.371,0.0,0.0,3.427,0.0,2.591,0.0,1.203,0.0,0.009,0.008,0.0,0.084,0.0,0.0,0.0,0.0,0.033,0.008,0.0,0.0,0.009,0.0,0.0,0.0,0.006
2022-10-26 08:32:31.312,30.875,32.875,33.188,36.313,37.3125,36.4375,35,0,0,0,0.351,0.0,0.0,2.787,0.0,2.498,0.0,0.624,0.0,0.158,0.0,0.024,0.098,0.0,0.003,0.0,0.073,0.0,0.0,0.259,0.046,0.0,0.0,1.064,0.0,0.045
2022-10-26 08:32:32.314,30.875,32.813,33.188,36.313,37.3125,36.4375,35,0,0,0,0.0,0.0,0.0,1.916,0.0,0.68,0.0,0.603,0.094,0.0,0.215,0.0,0.078,0.0,0.064,0.0,0.028,0.0,0.016,0.0,0.0,0.658,0.036,0.0,0.545,0.0
2022-10-26 08:32:34.328,30.875,32.813,33.25,36.313,37.375,36.4375,35,0,0,0,0.0,0.144,0.0,1.675,0.0,1.07,0.0,0.585,0.006,0.0,0.07,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:35.332,30.875,32.875,33.188,36.313,37.375,36.375,35,0,0,0,0.0,0.15,0.0,1.799,0.0,1.051,0.0,0.56,0.007,0.0,0.036,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:36.337,30.875,32.875,33.25,36.313,37.375,36.4375,35,0,0,0,0.0,0.16,0.0,1.933,0.0,1.123,0.0,0.493,0.0,0.001,0.02,0.0,0.079,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.036,0.0,0.0,0.0,2.665,0.0
2022-10-26 08:32:37.343,30.875,32.875,33.188,36.375,37.375,36.4375,35,0,0,0,0.0,0.171,0.0,2.757,0.0,1.674,0.0,0.19,0.105,0.0,0.0,0.17,0.086,0.0,0.0,0.151,0.001,0.0,0.0,0.034,0.615,0.0,0.0,0.022,0.0,0.475
2022-10-26 08:32:38.346,30.875,32.875,33.25,36.375,37.375,36.4375,35,0,0,0,0.0,0.13,0.0,1.814,0.0,1.93,0.0,0.261,0.143,0.0,0.0,0.138,0.085,0.0,0.076,0.0,0.005,0.0,0.0,0.005,0.225,0.0,0.0,0.006,0.0,0.3
2022-10-26 08:32:40.354,30.875,32.875,33.25,36.375,37.375,36.4375,35,0,0,0,0.0,0.3,0.0,2.383,0.0,1.497,0.0,0.261,0.0,0.223,0.18,0.0,0.083,0.0,0.0,0.274,0.0,0.07,0.0,0.051,0.614,0.0,0.115,0.0,0.0,0.265
2022-10-26 08:32:42.373,30.875,32.938,33.25,36.375,37.375,36.4375,35,0,0,0,0.357,0.0,0.0,3.071,0.0,0.429,0.0,1.129,0.0,0.184,0.194,0.0,0.081,0.0,0.0,0.156,0.0,0.05,0.033,0.0,0.0,0.741,0.032,0.0,0.879,0.0
2022-10-26 08:32:44.378,30.875,32.938,33.25,36.375,37.375,36.4375,35,0,0,0,0.0,0.098,0.0,1.618,0.0,0.749,0.0,0.664,0.0,0.096,0.0,0.022,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26 08:32:49.413,30.875,32.875,33.25,36.375,37.375,36.4375,35,0,0,0,0.0,0.342,0.0,2.88,0.0,0.683,0.0,0.337,0.022,0.0,0.101,0.0,0.085,0.0,0.0,0.168,2.908,0.0,0.0,0.005,0.075,0.0,0.006,0.0,0.09,0.0
